trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.01, 'e': 0.06254083169574957}",25,17,15.073926435241178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.062228127537270826}",25,0,11.339245820771268,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
555,False,"{'a': 0.01, 'e': 0.06191698689958447}",25,11,26.0980087626407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.061607401965086545}",25,17,13.279898713738264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.06129936495526111}",20,8,20.693513236821303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.0609928681304848}",20,2,12.663292977793915,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.060687903789832374}",20,8,11.728658616108557,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.06038446427088321}",25,12,25.17527988832515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.06008254194952879}",20,10,7.302353754412237,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.05978212923978115}",20,12,12.927056401772994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.05948321859358224}",25,17,6.2870697172488015,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.05918580250061433}",35,21,15.46323023119228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.058889873488111255}",25,15,19.014028685046355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.058595424120670696}",20,6,6.5156756777797025,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.01, 'e': 0.05830244700006734}",25,18,12.648606852464484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.058010934765067}",25,11,-20.887850294921492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
569,False,"{'a': 0.01, 'e': 0.05772088009124167}",25,13,26.397580576129528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.05743227569078546}",20,16,7.876521438326004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.05714511431233153}",20,3,29.64170805435141,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.05685938874076987}",20,8,21.824526151476547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.056575091797066025}",20,13,13.667551932025317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.056292216338080694}",30,21,16.30845226505176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.05601075525639029}",25,17,-6.581112819118855,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.05573070148010834}",25,6,29.71005527506142,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.0554520479727078}",20,8,23.733241682939347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.05517478773284426}",30,20,15.416799121000127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.05489891379418004}",25,19,12.701278320287878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.05462441922520914}",25,13,22.396127831363337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0543512971290831}",25,13,17.85865740386529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.05407954064343768}",25,10,29.012545415476843,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.05380914294022049}",25,9,-15.860236026530124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.01, 'e': 0.05354009722551939}",25,20,10.074345819587156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.05327239673939179}",30,9,35.88503679331966,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.053006034755694834}",20,8,19.22657547855338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.052741004581916356}",25,14,19.198698592159875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.052477299559006776}",25,19,11.129618847679177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.052214913061211746}",20,13,13.258260250690723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.05195383849590569}",25,10,26.9536346827217,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.05169406930342616}",20,7,28.565128314833615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.05143559895690903}",20,16,8.133547291060472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.051178420962124486}",25,0,16.902069944383655,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
594,False,"{'a': 0.01, 'e': 0.05092252885731386}",30,7,16.407609416976694,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.05066791621302729}",20,12,14.802811257544029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.05041457663196215}",30,12,-5.81717189805083,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.050162503748802344}",25,11,13.269368006315492,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.049911691230058335}",35,18,30.726373382949756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.04966213277390804}",20,8,17.901978305723613,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0494138221100385}",20,15,8.80122853515334,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.04916675299948831}",20,8,-15.672984652815744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
602,False,"{'a': 0.01, 'e': 0.04892091923449087}",25,5,26.354060461032937,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.04867631463831842}",20,5,23.76046416137201,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.048432933065126825}",20,11,20.33328678654624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.048190768399801194}",20,0,16.525445492091183,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
606,False,"{'a': 0.01, 'e': 0.04794981455780219}",30,0,38.39604624373666,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
607,False,"{'a': 0.01, 'e': 0.04771006548501318}",20,15,8.35474953440216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.047471515157588115}",25,20,10.662976881439146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.047234157581800176}",25,12,-17.701504920471397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
610,False,"{'a': 0.01, 'e': 0.046997986793891174}",25,15,17.21461784503727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.01, 'e': 0.04676299685992172}",20,12,15.609196027961392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.04652918187562211}",25,8,8.850885010360138,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.046296535966244}",20,14,9.977878760803247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.046065053286412784}",20,9,18.596283865021107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.04583472801998072}",30,23,12.829734314429409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.045605554379880814}",30,18,22.90691079213781,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.04537752660798141}",30,20,22.146045534092504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.0451506389749415}",20,12,12.799582465178629,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.044924885780066794}",25,5,33.375031864729934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.04470026135116646}",20,5,29.529772940187836,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.04447676004441063}",25,14,19.747296463940568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.04425437624418858}",30,23,11.031654395430895,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.04403310436296763}",30,10,32.57191443185685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.043812938841152796}",25,15,19.812732230741705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.04359387414694703}",30,20,-2.5147677580449566,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.043375904776212296}",25,16,14.989806875241939,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.043159025252331236}",30,18,17.475739846208654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.04294323012606958}",30,22,13.78343646669924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.04272851397543923}",25,10,26.56971167565792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.04251487140556204}",25,11,25.797991789411284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.04230229704853423}",25,14,10.091825493526663,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.04209078556329156}",20,5,27.41927261507214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0418803316354751}",25,5,35.623527456285316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.041670929977297724}",20,14,-1.4318888080865542,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.04146257532741124}",20,2,27.71994821274371,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.04125526245077418}",20,13,13.641975807806393,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.04104898613852031}",20,16,7.263049197816979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.04084374120782771}",20,13,10.973949473333064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.04063952250178857}",20,8,16.996148981661776,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.04043632488927963}",20,12,12.220592858078355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.04023414326483323}",30,23,11.46298555294926,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.040032972548509065}",25,13,22.911932366530745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.03983280768576652}",30,16,22.278353800987997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.03963364364733769}",30,20,20.32218588299085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.039435475429100995}",20,4,4.867385226994342,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.03923829805195549}",20,8,19.90602717828776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.03904210656169572}",30,19,21.336304558312392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.03884689602888724}",20,3,-10.156473160814407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
649,False,"{'a': 0.01, 'e': 0.0386526615487428}",30,14,20.586570261437206,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.03845939824099909}",25,7,28.2413756951175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.03826710124979409}",20,9,17.394413916712136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.038075765743545126}",20,4,27.57112348405782,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.0378853869148274}",30,18,23.320011493105092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.03769595998025326}",25,11,28.736307929415265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.03750748018035199}",30,20,15.93795943939013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.037319942779450235}",30,9,37.58268990273641,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.037133343065552986}",25,14,22.236869090522603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.03694767635022522}",20,11,16.850637240857093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.036762937968474095}",35,26,3.527405974780013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.03657912327863173}",25,19,12.589985127926086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.036396227662238566}",20,14,11.273693910228694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.01, 'e': 0.03621424652392737}",20,11,12.836381658315545,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.036033175291307735}",30,10,33.520229934688004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.03585300941485119}",25,8,22.104856072123457,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.035673744367776934}",25,13,22.46519017504629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.03549537564593805}",25,8,32.136283378983265,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.035317898767708356}",25,9,21.822717346859235,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.03514130927386981}",30,18,19.29702575945729,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.03496560272750046}",25,15,18.341788034155655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.03479077471386296}",25,11,26.15746791022118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.03461682084029365}",25,9,29.27936217379185,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.034443736736092176}",30,11,-12.97120239940119,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
673,False,"{'a': 0.01, 'e': 0.034271518052411715}",35,21,12.225984393009188,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.034100160462149656}",25,18,10.86811202992451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.03392965965983891}",25,15,18.630119453718684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.033760011361539714}",25,15,20.288373957561372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.03359121130473201}",20,9,21.567192334351304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.033423255248208356}",20,11,15.645301782924253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.03325613897196732}",20,16,9.924602136085493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.03308985827710748}",30,19,22.687278620327206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.032924408985721944}",30,19,10.887634074583378,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.03275978694079333}",25,14,19.159641699295445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.032595988006089364}",30,22,14.355483776655834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.032433008066058915}",25,15,6.719267913182859,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.03227084302572862}",20,9,18.083021616598472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.032109488810599975}",25,18,13.336006483362963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.031948941366546975}",20,8,21.296136301918736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.03178919665971424}",25,17,18.26187719720908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.03163025067641567}",25,9,30.36420391109977,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.03147209942303359}",25,13,22.468698676734537,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.03131473892591842}",20,9,19.741083344866936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.031158165231288826}",20,16,10.167400673222918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.03100237440513238}",25,13,20.53563991313954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.030847362533106718}",20,3,3.493515828274024,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.030693125720441184}",20,9,22.422335094390515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.030539660091838977}",30,13,32.20700576075381,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 0.03038696179137978}",20,7,21.281080847413865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.030235026982422884}",20,15,6.778253795678646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.030083851847510768}",30,2,45.49648657620492,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.029933432588273214}",25,8,28.845556555282908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.029783765425331846}",20,0,25.82425742452847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.01, 'e': 0.029634846598205186}",20,0,31.885236818678553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.01, 'e': 0.02948667236521416}",30,19,21.67413675368596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.029339239003388088}",20,6,19.664914430588937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.029192542808371146}",20,12,12.784260090617021,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.02904658009432929}",25,15,12.455560959920087,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 0.028901347193857643}",35,15,20.83594051238468,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.028756840457888354}",30,23,13.573651451056898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.02861305625559891}",20,7,21.252998011412842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.01, 'e': 0.028469990974320916}",20,10,7.3513147337282625,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.02832764101944931}",20,12,16.55344531449115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.028186002814352063}",25,10,-11.667717430859433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
713,False,"{'a': 0.01, 'e': 0.0280450728002803}",25,12,25.68530243119977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.01, 'e': 0.0279048474362789}",20,0,29.54789194333332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.01, 'e': 0.027765323199097504}",35,13,36.954304697642414,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.027626496583102015}",20,0,25.32451997912253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.01, 'e': 0.027488364100186506}",25,2,27.49110318881791,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.027350922279685573}",20,8,21.235240116059874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.027214167668287145}",20,14,11.17524780050351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.02707809682994571}",20,13,12.887234294489769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.02694270634579598}",25,14,19.259667586524728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.026807992814067}",25,11,28.563743008609578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.026673952849996664}",25,13,22.04191471121278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.02654058308574668}",20,9,21.103161766369794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.026407880170317945}",20,8,21.093775300504717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.026275840769466357}",20,2,28.991201178450176,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.026144461565619025}",20,12,18.360232481180905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.02601373925779093}",30,10,32.38235082789898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.01, 'e': 0.025883670561501974}",20,9,19.158604307871663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.025754252208694463}",20,6,23.41098226544446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.02562548094765099}",35,16,9.743920436615074,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
732,False,"{'a': 0.01, 'e': 0.025497353542912736}",25,16,12.607803083923507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.02536986677519817}",25,14,20.254803240387652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.01, 'e': 0.02524301744132218}",20,0,21.899257775973417,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
735,False,"{'a': 0.01, 'e': 0.025116802354115567}",25,0,35.693734424049474,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
736,False,"{'a': 0.01, 'e': 0.024991218342344988}",20,9,22.218452934534703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 0.024866262250633264}",25,13,23.750919823866106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.024741930939380097}",25,15,18.253558456091234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
